gene,log2FoldChange,logCPM,LR,pvalue,padj,FC
Slfn9,4.05091501915673,5.84124879261983,146.598639738387,9.60442501229829e-34,4.99792531772051e-32,16.5747478654128
Aoah,4.44849562906578,5.26276646031701,146.335894288536,1.09625152558602e-33,5.67786236162676e-32,21.833864960667
Cd74,4.35257588929637,12.1189398825444,145.887527872665,1.37381820636798e-33,7.08222544516427e-32,20.4294136063186
Il1r2,5.56160139359755,5.96341817982433,145.472517579476,1.69300405235527e-33,8.68707939794572e-32,47.2290101386413
Ifi203,5.94330402639585,7.60144268479532,145.400396981879,1.75559783016558e-33,8.96655336221607e-32,61.5336653500182
P2ry10,4.15635727592652,5.19107270458532,145.185644497508,1.95602602725541e-33,9.94418393211138e-32,17.8315137480457
Acot7,4.42836374118252,4.25998599347806,144.662617964541,2.54519825224973e-33,1.28801041829445e-31,21.5313032571956
Plekho2,1.95183914198679,6.87309250463925,144.329935412073,3.00923409808761e-33,1.51588450091792e-31,3.86867394392325
Prdx6,2.7719055326287,6.74527315393478,143.621015902772,4.29982459321481e-33,2.15616658692481e-31,6.83009446732171
Itga4,3.53121500260704,6.22650201889146,143.32600130188,4.98830308662844e-33,2.49008867202195e-31,11.5611659976698
Tagln2,2.64033921400516,7.26638796861888,143.154510830646,5.43810989966169e-33,2.70239767626432e-31,6.23478241961447
Sp140,2.69312516919232,6.96547154851337,143.10159340411,5.58493409444216e-33,2.7629144811608e-31,6.46712801848249
Serpina3f,8.85136434178909,4.95533948393633,143.089369056123,5.61941149815295e-33,2.76756016284033e-31,461.876822524232
H2-Eb1,4.19581534478197,10.7740487827163,142.099610120485,9.24913383642125e-33,4.53495308815108e-31,18.3259406209746
S100a11,3.9057589535985,5.41705690504773,141.756900362347,1.0990988158624e-32,5.36515846751948e-31,14.9882386963241
Anxa5,2.82885138616861,7.87646684218827,140.833509454549,1.74963807061489e-32,8.5030868700544e-31,7.10508242556039
Rpl32,1.8623743855373,8.27283506334724,140.621130919599,1.94710261726329e-32,9.42124389195112e-31,3.63605591544517
Thbs1,2.54713314781886,6.30274680033072,140.533904793359,2.03452315784157e-32,9.80124868004726e-31,5.84471690426566
Mif,2.30162114704529,6.93242000932821,140.400504514532,2.17587291266193e-32,1.0436621727168e-30,4.93011447956251
Rasgef1b,2.88755038328057,7.16734506177835,140.126685203976,2.49752994325048e-32,1.19275975471599e-30,7.40012881059447
Gpr35,2.79173767075658,7.12529798394118,139.804983132373,2.93670031626725e-32,1.39645163314915e-30,6.92463328438612
Tor3a,1.78415746258894,8.43534499582931,138.891991154706,4.65067851317012e-32,2.20198649602115e-30,3.44417264620281
Tpm4,2.46256530251211,7.39291570045009,138.367606472519,6.05612666266099e-32,2.85517903172974e-30,5.51195955678352
