gene,log2FoldChange,logCPM,LR,pvalue,padj,FC
Ifi209,2.22616033123243,6.36206722302036,224.429626905506,9.77713677551575e-51,5.09225873724779e-49,4.6788706049055
Arhgap19,2.25972017586882,6.32759322313352,223.505386696017,1.55523553096771e-50,8.0582151863612e-49,4.78898586000714
Arhgef40,-1.75094255659284,7.40843664547992,221.526071969661,4.20255582833343e-50,2.16626589089352e-48,-3.36578391194498
Ifi213,6.24610281746696,4.8244354932527,219.217061563643,1.34018200336105e-49,6.87272822236438e-48,75.9039372638175
Mif,2.32568535951971,6.21526232687461,219.023224868733,1.47722028288413e-49,7.53683817798025e-48,5.01303865809538
H2-M3,1.93148860179248,6.66530069004,217.476996791523,3.21165627125539e-49,1.63028237119563e-47,3.81448582560365
Rps18,1.55582048019519,7.75272586957914,216.915143545253,4.25883300113832e-49,2.15092575815067e-47,2.94000881399835
H2-T23,1.64678909244542,8.43513459653159,216.546969105821,5.1239422678978e-49,2.57484536075266e-47,3.1313593782087
Irf1,1.6608795981524,7.09854430185477,216.200703670803,6.0973226160136e-49,3.0486613080068e-47,3.16209255917075
Hexa,0.924721315500421,10.7146347224883,216.097831965852,6.42066325947112e-49,3.19435983058265e-47,1.89831750967428
Dusp6,-1.16809547009364,9.23726924801275,216.050718937635,6.57441743994313e-49,3.25466209898175e-47,-2.24714850580505
Lilr4b,3.52151517173011,5.40591132316373,215.656488990976,8.01412702153526e-49,3.94613393918392e-47,11.4836962559491
Tubb2a,-1.55182229742909,7.64815893764214,215.64756938536,8.05011323593519e-49,3.94613393918392e-47,-2.93187236158473
Cmtm6,-1.01151743944866,10.2276630580317,214.542018343694,1.40273394275979e-48,6.84260459882825e-47,-2.01603046407055
Parp14,1.80128192592266,6.88204183782528,214.380928355082,1.52095783051979e-48,7.38329043941648e-47,3.48529778553019
Trim30a,1.54117009227639,7.34488430089875,214.215577883707,1.65267931736896e-48,7.98395805492249e-47,2.9103044689771
Klhdc8b,-3.75842022514685,5.60766892046899,211.765925660475,5.65715890961174e-48,2.71978793731334e-46,-13.5330979160162
Ddhd1,3.25355089483822,5.50420429298813,210.94448992002,8.54686859834942e-48,4.08941081260738e-46,9.53710165512553
Rpl35,1.67125374601144,7.23986574276245,210.613092846824,1.00950211196094e-47,4.80715291409973e-46,3.1849125188827
Csf2ra,1.41471360392494,7.80219359073203,209.320065715007,1.93289967461939e-47,9.16066196502081e-46,2.6660680481293
Dhx58,2.39648683529091,6.08610215709569,209.085230187843,2.17492696044608e-47,1.02590894360664e-45,5.26519453241807
Rack1,1.32320846791698,8.36638996078221,208.95109728027,2.32653352291196e-47,1.09226925958308e-45,2.50221970222156
Dock10,-1.62812616325185,7.78825512294955,208.171756081894,3.44147746265935e-47,1.60816703862586e-45,-3.09111250364098
Oas3,6.89582912495372,4.70302787678903,208.085078750718,3.59464707611818e-47,1.67192887261311e-45,119.083450921391
Rpl17,1.52716542990394,7.66600009960191,207.158281583778,5.7262183561497e-47,2.65102701673597e-45,2.88218997158818
Gbp3,2.40873769808174,6.05572578638235,206.532075354535,7.84328591977556e-47,3.61441747455095e-45,5.31009509700415
Gbp8,6.88520851258758,4.69325142455081,206.494798009805,7.9915596561283e-47,3.66585305326986e-45,118.210019422511
0610040J01Rik,-1.52992303800634,7.60896837329646,206.133771102987,9.58084752517762e-47,4.37481622154229e-45,-2.88770433949233
Atp6v1a,1.51240711659128,7.33509331737556,205.200391744629,1.53130183940971e-46,6.96046290640779e-45,2.85285637358897
Lipa,1.30468321712019,8.45632372370699,204.49979056718,2.17735877510221e-46,9.85230214978374e-45,2.47029479438265
Ly6i,8.5681348858347,4.60232246005966,204.306814353919,2.39903894084405e-46,1.08064817155137e-44,379.547038880436
Cxcl10,5.69668763348352,4.78802252846914,204.273802605219,2.43916096668244e-46,1.09379415546298e-44,51.8649368697539
Cpq,2.04985572540359,6.40695796909796,203.703475029466,3.24852959166122e-46,1.45023642484876e-44,4.14064559548523
Bst2,1.6211713185932,7.06986918342377,203.522980389973,3.55689779517683e-46,1.58084346452303e-44,3.07624694209949
Gas6,1.38280486202523,7.86506952030811,202.622373124713,5.59228811270789e-46,2.47446376668491e-44,2.60774872429795
Gsap,1.38806763228588,8.12385001084472,201.699891945683,8.88965850770413e-46,3.91614912233662e-44,2.6172788357844
Ldha,1.31208553757739,8.50306131768469,201.663173823537,9.05518793200844e-46,3.97157365438967e-44,2.48300219621254
Rtcb,1.36997562149777,8.44818896560378,200.995214847328,1.26664925322517e-45,5.53121944639812e-44,2.58466198557182
Rpl18a,1.28099594115003,9.45869985528413,199.951521344586,2.1399864899423e-45,9.30428908670566e-44,2.43006674709822
Ivns1abp,-1.06405393810758,10.9697800610548,199.909794750689,2.18532847009388e-45,9.46029640733283e-44,-2.09079836772634
Arap3,-1.27924986756901,8.48319717690142,199.519454797667,2.65887690600682e-45,1.14606763189949e-43,-2.42712745043795
Prdx1,1.43577828864786,8.05853040198958,199.300009536135,2.96883998943594e-45,1.2741802529768e-43,2.70528068640866
Ly6e,0.831703104464926,11.3404292348917,198.327806823699,4.83893022773631e-45,2.06791890074201e-43,1.77978516272745
Sat1,1.30608911281861,11.1455739974537,198.1375297284,5.32443938403732e-45,2.26571888682439e-43,2.47270325179865
Il17ra,-1.49972196903805,8.24288092964585,197.783709391835,6.36047111453717e-45,2.69511487904118e-43,-2.82788209303696
Rpl15,1.34748907240207,8.4276048729263,196.191310759066,1.41583369101083e-44,5.97398181861108e-43,2.54468851454553
